,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Unnamed: 0.1.1.1.1,Unnamed: 0.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1,lead,phase2,phase3,closed
51,51,51,51,51,51,51,51,51,51,77,2015-09-01,2015-10-16,2015-11-23,2015-12-11
52,52,52,52,52,52,52,52,52,52,79,2015-09-03,2015-10-08,2015-10-08,2015-10-08
53,53,53,53,53,53,53,53,53,53,80,2015-09-04,2015-11-11,2015-11-11,2015-11-11
54,54,54,54,54,54,54,54,54,54,83,2015-09-07,,,
55,55,55,55,55,55,55,55,55,55,84,2015-09-08,2015-09-29,2015-10-23,2015-11-04
56,56,56,56,56,56,56,56,56,56,85,2015-09-09,,,
57,57,57,57,57,57,57,57,57,57,86,2015-09-10,,,
58,58,58,58,58,58,58,58,58,58,87,2015-09-11,2015-10-03,2015-11-01,2015-11-01
59,59,59,59,59,59,59,59,59,59,88,2015-09-12,2015-11-15,2015-11-22,2015-12-10
60,60,60,60,60,60,60,60,60,60,89,2015-09-13,2015-10-29,2015-11-22,2015-11-22
61,61,61,61,61,61,61,61,61,61,90,2015-09-14,2015-10-18,2015-11-01,2015-11-01
62,62,62,62,62,62,62,62,62,62,91,2015-09-15,2015-10-25,2015-10-25,2015-10-25
63,63,63,63,63,63,63,63,63,63,92,2015-09-16,2015-10-05,2015-11-08,2015-11-08
64,64,64,64,64,64,64,64,64,64,93,2015-09-17,2015-10-29,2015-10-30,2015-11-08
65,65,65,65,65,65,65,65,65,65,94,2015-09-18,2015-10-11,2015-10-11,2015-10-11
66,66,66,66,66,66,66,66,66,66,95,2015-09-19,2015-10-18,2015-11-10,2015-11-10
67,67,67,67,67,67,67,67,67,67,98,2015-09-22,,,
68,68,68,68,68,68,68,68,68,68,100,2015-09-24,2015-11-01,2015-11-01,2015-11-01
69,69,69,69,69,69,69,69,69,69,101,2015-09-25,2015-10-06,2015-10-13,2015-10-13
70,70,70,70,70,70,70,70,70,70,102,2015-09-26,2015-11-02,2015-12-16,2015-12-17
71,71,71,71,71,71,71,71,71,71,103,2015-09-27,2015-11-15,2015-12-09,2015-12-09
72,72,72,72,72,72,72,72,72,72,104,2015-09-28,,,
73,73,73,73,73,73,73,73,73,73,105,2015-09-29,,,
74,74,74,74,74,74,74,74,74,74,106,2015-09-30,,,
75,75,75,75,75,75,75,75,75,75,107,2015-10-01,,,
76,76,76,76,76,76,76,76,76,76,109,2015-10-03,2015-10-30,2015-11-21,2015-11-21
77,77,77,77,77,77,77,77,77,77,110,2015-10-04,2015-10-06,2015-11-02,2015-11-20
78,78,78,78,78,78,78,78,78,78,112,2015-10-06,2015-11-15,2015-12-20,2016-01-05
79,79,79,79,79,79,79,79,79,79,113,2015-10-07,,,
80,80,80,80,80,80,80,80,80,80,114,2015-10-08,2015-10-21,2015-11-15,2015-11-28
81,81,81,81,81,81,81,81,81,81,115,2015-10-09,,,
82,82,82,82,82,82,82,82,82,82,116,2015-10-10,2015-11-22,2015-12-01,2015-12-01
83,83,83,83,83,83,83,83,83,83,118,2015-10-12,2015-11-01,2015-11-15,2015-11-15
84,84,84,84,84,84,84,84,84,84,119,2015-10-13,2015-11-04,2015-11-15,2015-11-15
85,85,85,85,85,85,85,85,85,85,121,2015-10-15,,,
86,86,86,86,86,86,86,86,86,86,122,2015-10-16,,,
87,87,87,87,87,87,87,87,87,87,123,2015-10-17,2015-12-03,2015-12-16,2015-12-16
88,88,88,88,88,88,88,88,88,88,124,2015-10-18,,,
89,89,89,89,89,89,89,89,89,89,125,2015-10-19,,,
90,90,90,90,90,90,90,90,90,90,126,2015-10-20,2015-11-15,2015-11-21,2015-11-30
91,91,91,91,91,91,91,91,91,91,129,2015-10-23,2015-11-21,2015-11-22,2015-11-22
92,92,92,92,92,92,92,92,92,92,130,2015-10-24,2015-11-30,2015-12-31,2015-12-31
93,93,93,93,93,93,93,93,93,93,131,2015-10-25,2015-12-19,2016-01-04,2016-01-04
94,94,94,94,94,94,94,94,94,94,132,2015-10-26,,,
95,95,95,95,95,95,95,95,95,95,133,2015-10-27,2015-12-06,2015-12-21,2016-01-04
96,96,96,96,96,96,96,96,96,96,135,2015-10-29,2015-12-09,2016-01-11,2016-01-11
97,97,97,97,97,97,97,97,97,97,136,2015-10-30,,,
98,98,98,98,98,98,98,98,98,98,137,2015-10-31,2015-11-12,2015-11-30,2015-12-11
99,99,99,99,99,99,99,99,99,99,138,2015-11-01,2016-01-12,2016-02-08,2016-02-08
100,100,100,100,100,100,100,100,100,100,139,2015-11-02,,,
101,101,101,101,101,101,101,101,101,101,140,2015-11-03,,,
102,102,102,102,102,102,102,102,102,102,141,2015-11-04,2015-12-18,2016-01-09,2016-01-26
103,103,103,103,103,103,103,103,103,103,142,2015-11-05,2015-12-04,2015-12-04,2015-12-04
104,104,104,104,104,104,104,104,104,104,143,2015-11-06,2015-12-20,2015-12-26,2016-01-02
105,105,105,105,105,105,105,105,105,105,145,2015-11-08,,,
106,106,106,106,106,106,106,106,106,106,147,2015-11-10,2015-12-06,2015-12-22,2016-01-05
107,107,107,107,107,107,107,107,107,107,148,2015-11-11,2015-12-01,2015-12-01,2015-12-01
108,108,108,108,108,108,108,108,108,108,149,2015-11-12,2015-11-21,2015-11-21,2015-11-21
109,109,109,109,109,109,109,109,109,109,150,2015-11-13,2015-12-10,2015-12-28,2015-12-28
110,110,110,110,110,110,110,110,110,110,151,2015-11-14,2015-12-01,2015-12-23,2015-12-23
111,111,111,111,111,111,111,111,111,111,152,2015-11-15,2015-12-15,2015-12-15,2015-12-15
112,112,112,112,112,112,112,112,112,112,153,2015-11-16,2015-12-11,2015-12-11,2015-12-11
113,113,113,113,113,113,113,113,113,113,154,2015-11-17,2015-12-04,2015-12-23,2015-12-23
114,114,114,114,114,114,114,114,114,114,155,2015-11-18,,,
115,115,115,115,115,115,115,115,115,115,158,2015-11-21,2016-01-11,2016-02-15,2016-02-21
116,116,116,116,116,116,116,116,116,116,159,2015-11-22,,,
117,117,117,117,117,117,117,117,117,117,160,2015-11-23,,,
118,118,118,118,118,118,118,118,118,118,161,2015-11-24,2016-01-17,2016-02-15,2016-02-15
119,119,119,119,119,119,119,119,119,119,162,2015-11-25,2015-12-26,2016-01-11,2016-01-23
120,120,120,120,120,120,120,120,120,120,164,2015-11-27,,,
121,121,121,121,121,121,121,121,121,121,165,2015-11-28,2016-01-02,2016-01-30,2016-02-19
122,122,122,122,122,122,122,122,122,122,166,2015-11-29,2016-01-06,2016-01-30,2016-01-30
123,123,123,123,123,123,123,123,123,123,168,2015-12-01,2015-12-20,2016-01-03,2016-01-03
124,124,124,124,124,124,124,124,124,124,169,2015-12-02,,,
125,125,125,125,125,125,125,125,125,125,170,2015-12-03,,,
126,126,126,126,126,126,126,126,126,126,171,2015-12-04,2015-12-22,2015-12-22,2015-12-22
127,127,127,127,127,127,127,127,127,127,173,2015-12-06,,,
128,128,128,128,128,128,128,128,128,128,174,2015-12-07,2016-01-25,2016-02-09,2016-02-09
129,129,129,129,129,129,129,129,129,129,175,2015-12-08,2016-01-16,2016-02-05,2016-02-28
130,130,130,130,130,130,130,130,130,130,176,2015-12-09,,,
131,131,131,131,131,131,131,131,131,131,178,2015-12-11,2016-01-07,2016-01-07,2016-01-07
132,132,132,132,132,132,132,132,132,132,179,2015-12-12,2016-01-08,2016-02-04,2016-02-20
133,133,133,133,133,133,133,133,133,133,180,2015-12-13,2016-01-13,2016-01-29,2016-02-21
134,134,134,134,134,134,134,134,134,134,181,2015-12-14,2016-01-01,2016-01-30,2016-01-30
135,135,135,135,135,135,135,135,135,135,182,2015-12-15,,,
136,136,136,136,136,136,136,136,136,136,184,2015-12-17,,,
137,137,137,137,137,137,137,137,137,137,185,2015-12-18,2016-01-07,2016-02-19,2016-03-15
138,138,138,138,138,138,138,138,138,138,186,2015-12-19,2016-01-25,2016-02-17,2016-02-17
139,139,139,139,139,139,139,139,139,139,190,2015-12-23,2016-01-25,2016-02-20,2016-02-20
140,140,140,140,140,140,140,140,140,140,191,2015-12-24,,,
141,141,141,141,141,141,141,141,141,141,193,2015-12-26,2016-02-12,2016-03-05,2016-03-29
142,142,142,142,142,142,142,142,142,142,194,2015-12-27,,,
143,143,143,143,143,143,143,143,143,143,195,2015-12-28,2016-02-02,2016-03-03,2016-03-03
144,144,144,144,144,144,144,144,144,144,196,2015-12-29,,,
145,145,145,145,145,145,145,145,145,145,197,2015-12-30,2016-01-18,2016-02-10,2016-02-10
146,146,146,146,146,146,146,146,146,146,198,2015-12-31,,,
147,147,147,147,147,147,147,147,147,147,199,2016-01-01,2016-02-27,2016-02-28,2016-02-28
148,148,148,148,148,148,148,148,148,148,201,2016-01-03,2016-03-01,2016-03-18,2016-03-18
149,149,149,149,149,149,149,149,149,149,202,2016-01-04,,,
150,150,150,150,150,150,150,150,150,150,203,2016-01-05,2016-02-01,2016-02-13,2016-02-18
151,151,151,151,151,151,151,151,151,151,204,2016-01-06,2016-02-03,2016-02-26,2016-03-04
152,152,152,152,152,152,152,152,152,152,205,2016-01-07,,,
153,153,153,153,153,153,153,153,153,153,207,2016-01-09,2016-02-14,2016-02-21,2016-03-02
154,154,154,154,154,154,154,154,154,154,208,2016-01-10,2016-02-25,2016-03-05,2016-03-05
155,155,155,155,155,155,155,155,155,155,209,2016-01-11,2016-02-20,2016-03-13,2016-03-13
156,156,156,156,156,156,156,156,156,156,210,2016-01-12,,,
157,157,157,157,157,157,157,157,157,157,211,2016-01-13,2016-02-22,2016-02-22,2016-02-22
158,158,158,158,158,158,158,158,158,158,212,2016-01-14,2016-02-17,2016-02-27,2016-03-23
159,159,159,159,159,159,159,159,159,159,213,2016-01-15,,,
160,160,160,160,160,160,160,160,160,160,214,2016-01-16,,,
161,161,161,161,161,161,161,161,161,161,215,2016-01-17,2016-01-22,2016-02-25,2016-02-25
162,162,162,162,162,162,162,162,162,162,216,2016-01-18,2016-04-01,2016-04-30,2016-05-07
163,163,163,163,163,163,163,163,163,163,217,2016-01-19,,,
164,164,164,164,164,164,164,164,164,164,219,2016-01-21,2016-03-06,2016-04-03,2016-04-12
165,165,165,165,165,165,165,165,165,165,220,2016-01-22,2016-02-17,2016-03-28,2016-04-10
166,166,166,166,166,166,166,166,166,166,221,2016-01-23,2016-03-06,2016-03-06,2016-03-06
167,167,167,167,167,167,167,167,167,167,223,2016-01-25,,,
168,168,168,168,168,168,168,168,168,168,225,2016-01-27,2016-02-26,2016-03-27,2016-04-13
169,169,169,169,169,169,169,169,169,169,226,2016-01-28,2016-02-10,2016-03-12,2016-03-12
170,170,170,170,170,170,170,170,170,170,227,2016-01-29,2016-02-17,2016-02-17,2016-02-17
171,171,171,171,171,171,171,171,171,171,228,2016-01-30,,,
172,172,172,172,172,172,172,172,172,172,229,2016-01-31,2016-02-06,2016-03-07,2016-03-20
173,173,173,173,173,173,173,173,173,173,230,2016-02-01,,,
174,174,174,174,174,174,174,174,174,174,233,2016-02-04,2016-03-07,2016-04-01,2016-04-01
175,175,175,175,175,175,175,175,175,175,234,2016-02-05,,,
176,176,176,176,176,176,176,176,176,176,236,2016-02-07,2016-03-19,2016-04-02,2016-04-02
177,177,177,177,177,177,177,177,177,177,237,2016-02-08,2016-03-27,2016-04-23,2016-04-23
178,178,178,178,178,178,178,178,178,178,238,2016-02-09,2016-03-14,2016-03-31,2016-04-13
179,179,179,179,179,179,179,179,179,179,240,2016-02-11,2016-03-12,2016-03-12,2016-03-12
180,180,180,180,180,180,180,180,180,180,241,2016-02-12,,,
181,181,181,181,181,181,181,181,181,181,242,2016-02-13,,,
182,182,182,182,182,182,182,182,182,182,244,2016-02-15,2016-03-13,2016-04-08,2016-04-08
183,183,183,183,183,183,183,183,183,183,245,2016-02-16,2016-04-30,2016-05-18,2016-05-30
184,184,184,184,184,184,184,184,184,184,246,2016-02-17,,,
185,185,185,185,185,185,185,185,185,185,248,2016-02-19,,,
186,186,186,186,186,186,186,186,186,186,249,2016-02-20,2016-03-07,2016-03-31,2016-04-07
187,187,187,187,187,187,187,187,187,187,251,2016-02-22,2016-04-02,2016-04-28,2016-04-28
188,188,188,188,188,188,188,188,188,188,254,2016-02-25,2016-03-18,2016-04-11,2016-04-11
189,189,189,189,189,189,189,189,189,189,255,2016-02-26,2016-04-12,2016-04-27,2016-05-13
190,190,190,190,190,190,190,190,190,190,259,2016-03-01,,,
191,191,191,191,191,191,191,191,191,191,260,2016-03-02,2016-03-17,2016-03-17,2016-03-17
192,192,192,192,192,192,192,192,192,192,261,2016-03-03,,,
193,193,193,193,193,193,193,193,193,193,262,2016-03-04,2016-04-04,2016-04-23,2016-04-23
194,194,194,194,194,194,194,194,194,194,263,2016-03-05,2016-03-06,2016-03-18,2016-03-18
195,195,195,195,195,195,195,195,195,195,265,2016-03-07,,,
196,196,196,196,196,196,196,196,196,196,267,2016-03-09,2016-03-13,2016-03-13,2016-03-13
197,197,197,197,197,197,197,197,197,197,268,2016-03-10,2016-04-10,2016-04-10,2016-04-10
198,198,198,198,198,198,198,198,198,198,269,2016-03-11,,,
199,199,199,199,199,199,199,199,199,199,270,2016-03-12,,,
200,200,200,200,200,200,200,200,200,200,272,2016-03-14,,,
201,201,201,201,201,201,201,201,201,201,273,2016-03-15,2016-03-27,2016-04-18,2016-04-18
202,202,202,202,202,202,202,202,202,202,274,2016-03-16,,,
203,203,203,203,203,203,203,203,203,203,275,2016-03-17,2016-04-02,2016-04-24,2016-04-24
204,204,204,204,204,204,204,204,204,204,276,2016-03-18,2016-04-20,2016-04-20,2016-04-20
205,205,205,205,205,205,205,205,205,205,277,2016-03-19,,,
206,206,206,206,206,206,206,206,206,206,278,2016-03-20,2016-05-10,2016-05-29,2016-06-11
207,207,207,207,207,207,207,207,207,207,279,2016-03-21,2016-04-02,2016-04-26,2016-04-26
208,208,208,208,208,208,208,208,208,208,280,2016-03-22,2016-04-25,2016-05-28,2016-06-13
209,209,209,209,209,209,209,209,209,209,281,2016-03-23,2016-04-20,2016-05-20,2016-05-20
210,210,210,210,210,210,210,210,210,210,282,2016-03-24,2016-04-22,2016-05-08,2016-05-22
211,211,211,211,211,211,211,211,211,211,283,2016-03-25,2016-04-05,2016-04-05,2016-04-05
212,212,212,212,212,212,212,212,212,212,284,2016-03-26,2016-04-10,2016-05-20,2016-05-20
213,213,213,213,213,213,213,213,213,213,285,2016-03-27,2016-04-13,2016-05-09,2016-05-21
214,214,214,214,214,214,214,214,214,214,288,2016-03-30,2016-04-27,2016-05-16,2016-05-16
215,215,215,215,215,215,215,215,215,215,289,2016-03-31,2016-05-07,2016-06-08,2016-06-08
216,216,216,216,216,216,216,216,216,216,291,2016-04-02,2016-05-06,2016-05-06,2016-05-06
217,217,217,217,217,217,217,217,217,217,292,2016-04-03,2016-05-05,2016-05-27,2016-06-08
218,218,218,218,218,218,218,218,218,218,293,2016-04-04,2016-05-27,,
219,219,219,219,219,219,219,219,219,219,294,2016-04-05,2016-05-08,2016-05-29,2016-05-29
220,220,220,220,220,220,220,220,220,220,295,2016-04-06,2016-05-11,2016-06-03,2016-06-15
221,221,221,221,221,221,221,221,221,221,296,2016-04-07,2016-04-22,2016-05-28,2016-05-28
222,222,222,222,222,222,222,222,222,222,297,2016-04-08,,,
223,223,223,223,223,223,223,223,223,223,298,2016-04-09,,,
224,224,224,224,224,224,224,224,224,224,299,2016-04-10,,,
225,225,225,225,225,225,225,225,225,225,300,2016-04-11,2016-05-17,,
226,226,226,226,226,226,226,226,226,226,301,2016-04-12,,,
227,227,227,227,227,227,227,227,227,227,302,2016-04-13,2016-06-07,,
228,228,228,228,228,228,228,228,228,228,303,2016-04-14,2016-04-30,2016-05-29,2016-05-29
229,229,229,229,229,229,229,229,229,229,304,2016-04-15,,,
230,230,230,230,230,230,230,230,230,230,305,2016-04-16,2016-06-04,,
231,231,231,231,231,231,231,231,231,231,306,2016-04-17,2016-05-19,,
232,232,232,232,232,232,232,232,232,232,308,2016-04-19,,,
233,233,233,233,233,233,233,233,233,233,309,2016-04-20,,,
234,234,234,234,234,234,234,234,234,234,310,2016-04-21,,,
235,235,235,235,235,235,235,235,235,235,311,2016-04-22,,,
236,236,236,236,236,236,236,236,236,236,312,2016-04-23,2016-05-13,2016-06-13,2016-06-13
237,237,237,237,237,237,237,237,237,237,313,2016-04-24,2016-05-06,2016-05-28,
238,238,238,238,238,238,238,238,238,238,314,2016-04-25,,,
239,239,239,239,239,239,239,239,239,239,315,2016-04-26,2016-04-30,2016-06-07,
240,240,240,240,240,240,240,240,240,240,316,2016-04-27,,,
241,241,241,241,241,241,241,241,241,241,317,2016-04-28,,,
242,242,242,242,242,242,242,242,242,242,318,2016-04-29,2016-06-07,,
243,243,243,243,243,243,243,243,243,243,319,2016-04-30,,,
244,244,244,244,244,244,244,244,244,244,320,2016-05-01,2016-05-19,2016-06-01,2016-06-01
245,245,245,245,245,245,245,245,245,245,321,2016-05-02,2016-05-30,,
246,246,246,246,246,246,246,246,246,246,323,2016-05-04,,,
247,247,247,247,247,247,247,247,247,247,324,2016-05-05,,,
248,248,248,248,248,248,248,248,248,248,325,2016-05-06,2016-06-15,,
249,249,249,249,249,249,249,249,249,249,326,2016-05-07,,,
250,250,250,250,250,250,250,250,250,250,327,2016-05-08,,,
251,251,251,251,251,251,251,251,251,251,328,2016-05-09,2016-06-10,,
252,252,252,252,252,252,252,252,252,252,329,2016-05-10,,,
253,253,253,253,253,253,253,253,253,253,330,2016-05-11,2016-06-11,,
254,254,254,254,254,254,254,254,254,254,331,2016-05-12,,,
255,255,255,255,255,255,255,255,255,255,332,2016-05-13,,,
256,256,256,256,256,256,256,256,256,256,333,2016-05-14,,,
257,257,257,257,257,257,257,257,257,257,334,2016-05-15,,,
258,258,258,258,258,258,258,258,258,258,336,2016-05-17,,,
259,259,259,259,259,259,259,259,259,259,337,2016-05-18,,,
260,260,260,260,260,260,260,260,260,260,338,2016-05-19,2016-06-14,,
261,261,261,261,261,261,261,261,261,261,339,2016-05-20,,,
262,262,262,262,262,262,262,262,262,262,340,2016-05-21,2016-06-07,,
263,263,263,263,263,263,263,263,263,263,341,2016-05-22,,,
264,264,264,264,264,264,264,264,264,264,342,2016-05-23,2016-06-06,,
265,265,265,265,265,265,265,265,265,265,343,2016-05-24,,,
266,266,266,266,266,266,266,266,266,266,344,2016-05-25,,,
267,267,267,267,267,267,267,267,267,267,347,2016-05-28,,,
268,268,268,268,268,268,268,268,268,268,348,2016-05-29,,,
269,269,269,269,269,269,269,269,269,269,349,2016-05-30,,,
270,270,270,270,270,270,270,270,270,270,350,2016-05-31,,,
271,271,271,271,271,271,271,271,271,271,351,2016-06-01,,,
272,272,272,272,272,272,272,272,272,272,352,2016-06-02,,,
273,273,273,273,273,273,273,273,273,273,354,2016-06-04,,,
274,274,274,274,274,274,274,274,274,274,355,2016-06-05,,,
275,275,275,275,275,275,275,275,275,275,356,2016-06-06,,,
276,276,276,276,276,276,276,276,276,276,357,2016-06-07,,,
277,277,277,277,277,277,277,277,277,277,358,2016-06-08,,,
278,278,278,278,278,278,278,278,278,278,361,2016-06-11,,,
279,279,279,279,279,279,279,279,279,279,363,2016-06-13,,,
280,280,280,280,280,280,280,280,280,280,364,2016-06-14,,,
281,281,281,281,281,281,281,281,281,281,365,2016-06-15,,,
282,282,282,282,282,282,282,282,282,282,366,2015-06-17,2015-07-15,2015-07-15,2015-07-15
283,283,283,283,283,283,283,283,283,283,367,2015-06-18,,,
284,284,284,284,284,284,284,284,284,284,368,2015-06-19,,,
285,285,285,285,285,285,285,285,285,285,369,2015-06-20,2015-07-18,2015-08-14,2015-08-14
286,286,286,286,286,286,286,286,286,286,372,2015-06-23,,,
287,287,287,287,287,287,287,287,287,287,373,2015-06-24,,,
288,288,288,288,288,288,288,288,288,288,374,2015-06-25,2015-08-07,2015-08-22,2015-08-22
289,289,289,289,289,289,289,289,289,289,375,2015-06-26,2015-07-26,2015-07-27,2015-08-08
290,290,290,290,290,290,290,290,290,290,377,2015-06-28,2015-07-22,2015-07-26,2015-07-26
291,291,291,291,291,291,291,291,291,291,378,2015-06-29,,,
292,292,292,292,292,292,292,292,292,292,379,2015-06-30,2015-08-08,2015-09-08,2015-10-01
293,293,293,293,293,293,293,293,293,293,380,2015-07-01,,,
294,294,294,294,294,294,294,294,294,294,381,2015-07-02,2015-08-20,2015-09-02,2015-09-02
295,295,295,295,295,295,295,295,295,295,382,2015-07-03,,,
296,296,296,296,296,296,296,296,296,296,383,2015-07-04,,,
297,297,297,297,297,297,297,297,297,297,385,2015-07-06,,,
298,298,298,298,298,298,298,298,298,298,386,2015-07-07,2015-08-12,2015-09-18,2015-09-24
299,299,299,299,299,299,299,299,299,299,387,2015-07-08,2015-10-03,2015-10-25,2015-10-25
300,300,300,300,300,300,300,300,300,300,388,2015-07-09,2015-08-29,2015-09-26,2015-10-15
301,301,301,301,301,301,301,301,301,301,389,2015-07-10,2015-08-13,2015-08-13,2015-08-13
302,302,302,302,302,302,302,302,302,302,390,2015-07-11,,,
303,303,303,303,303,303,303,303,303,303,391,2015-07-12,2015-08-27,2015-08-27,2015-08-27
304,304,304,304,304,304,304,304,304,304,392,2015-07-13,,,
305,305,305,305,305,305,305,305,305,305,395,2015-07-16,2015-09-03,2015-09-16,2015-09-16
306,306,306,306,306,306,306,306,306,306,396,2015-07-17,2015-09-09,2015-10-05,2015-10-05
307,307,307,307,307,307,307,307,307,307,397,2015-07-18,2015-08-11,2015-08-11,2015-08-11
308,308,308,308,308,308,308,308,308,308,399,2015-07-20,2015-08-31,2015-09-17,2015-10-13
309,309,309,309,309,309,309,309,309,309,400,2015-07-21,2015-08-10,2015-08-20,2015-08-21
310,310,310,310,310,310,310,310,310,310,402,2015-07-23,2015-08-31,2015-09-01,2015-09-14
311,311,311,311,311,311,311,311,311,311,403,2015-07-24,,,
312,312,312,312,312,312,312,312,312,312,404,2015-07-25,2015-08-28,2015-08-28,2015-08-28
313,313,313,313,313,313,313,313,313,313,405,2015-07-26,2015-09-09,2015-10-07,2015-10-07
314,314,314,314,314,314,314,314,314,314,406,2015-07-27,,,
315,315,315,315,315,315,315,315,315,315,407,2015-07-28,,,
316,316,316,316,316,316,316,316,316,316,408,2015-07-29,2015-09-06,2015-10-05,2015-10-05
317,317,317,317,317,317,317,317,317,317,409,2015-07-30,2015-08-29,2015-08-29,2015-08-29
318,318,318,318,318,318,318,318,318,318,410,2015-07-31,2015-08-18,2015-09-09,2015-09-09
319,319,319,319,319,319,319,319,319,319,411,2015-08-01,,,
320,320,320,320,320,320,320,320,320,320,412,2015-08-02,,,
321,321,321,321,321,321,321,321,321,321,413,2015-08-03,2015-08-25,2015-09-05,2015-09-05
322,322,322,322,322,322,322,322,322,322,415,2015-08-05,,,
323,323,323,323,323,323,323,323,323,323,417,2015-08-07,,,
